product_name,review_text,rating,tags,flan-t5-xl-JDG-T-101-qlora,mistral-7b-instruct-v0.2-JDG-210,gpt-3.5-turbo-0125:personal:review-tags-jdg001,llama-2-7b-chat-JDG-211-checkpoint-650,Flan-t5-xl Disagrees,Mistral Disagrees,GPT3.5 Disagrees,Llama Disagrees,3 Judges Agree,Unanimous,At least 3 judges,Validate 3 Judges,Validate Unanimous,No agreement – Human labelled,Set 1 – 3 Judges + Human Labels,Set 2 – Unanimous + Human Labels,Set 3 – Combined Human Labelled,validation,design,value,performance,quality,none,non-review
Foot Scrubber / Massager,Five Stars. Washed my dirty dogs,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Glycerin,Five Stars. Use this in my bubble bars and it works great!,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Micro SD Memory Card,Five Stars. U can never go wrong with extra space.,5,,"[""none""]","[""value""]","[""performance""]","[""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Shampoo,Five Stars. this stuff really works great makes your hair feel thicker,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Eyebrow Tint,Five Stars. This product is great. It is easy to use and lasts about 4 weeks. I highly recommend it.,5,"performance, design","[""design"",""performance""]","[""design"",""performance""]","[""performance""]","[""design"",""performance""]",,,"[""design"",""performance""]",,"[""design"",""performance""]",,"[""design"",""performance""]",,,,"[""design"",""performance""]",,,0,1,0,1,0,0,0
Kindle Tablet ,Five Stars. This is a birthday gift for my daughter.,5,non-review,"[""non-review""]","[""non-review""]","[""non-review""]","[""non-review""]",,,,,,"[""non-review""]","[""non-review""]",,,,"[""non-review""]","[""non-review""]",,0,0,0,0,0,0,1
Cleaner,Five Stars. These things can clean almost anything.,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Maker Cups,"Five Stars. These are excellent, and work even in the Oxxbox coffee maker",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Contact Lens Solution,Five Stars. The only cleaning solution to use!,5,,"[""none""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Earplugs,Five Stars. Thanks!,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Castor Oil,Five Stars. Super stuff for skin and hair.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Yoga Mat Cleaner,Five Stars. Smells yummy and I love the towel. Thank you!!!,5,,"[""none""]","[""design"",""quality""]","[""design""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Soap Sheets,Five Stars. Small package fits easily in carry on.  A travel necessity,5,,"[""design""]","[""travel""]","[""performance""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Necklace,Five Stars. Pretty,5,,"[""none""]","[""design""]","[""design""]","[""design""]","[""design""]",,,,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Listerine pump for mouthwash,Five Stars. perfect for dispensing mouth wash,5,,"[""performance""]","[""performance""]","[""performance""]","[""design""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Exfoliating Cloth,Five Stars. Perfect bandannas for when im out doing outdoorsy stuff.,5,,"[""none""]","[""non-review""]","[""none""]","[""none""]",,"[""none""]",,,"[""none""]",,"[""none""]",,,,"[""none""]",,,0,0,0,0,0,1,0
Micro SD Memory Card,"Five Stars. No problems so far, use with my smaller kindle fire 2015.",5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Necklace,Five Stars. Nice,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Hair Brush,Five Stars. My Husband Loves it... firm bristles soothes his scalp,5,,"[""performance""]","[""performance""]","[""performance""]","[""quality""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Coffee Maker,Five Stars. Makes tasty coffee!,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Glycerin,Five Stars. Main ingredient in my diy juice for over two years,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Eyebrow Tint,Five Stars. Love this product,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Cleaner,Five Stars. Love these!,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Hair Clips,Five Stars. love these so hard to find in stores,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Kindle Paperwhite e-reader.,Five Stars. Love it. Good reading,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Kindle Tablet ,Five Stars. Love it!!! Easy to use.,5,,"[""design""]","[""design""]","[""performance""]","[""design""]",,,"[""design""]",,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Kindle Paperwhite e-reader.,Five Stars. Love it!,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Pain Relief Cream,Five Stars. love it,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Bath Towel / Wrap,Five Stars. Love how it long but not bulky when folded.,5,,"[""design"",""quality""]","[""design""]","[""design""]","[""design""]","[""design""]",,,,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Echo Dot,Five Stars. Love Echo Dot,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Crown / Tiara,"Five Stars. Just what I was looking for,",5,,"[""none""]","[""none""]","[""none""]","[""non-review""]",,,,"[""none""]","[""none""]",,"[""none""]",,,,"[""none""]",,,0,0,0,0,0,1,0
Shower Cap,Five Stars. It's perfect for medium long hair.,5,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Hair Clips,Five Stars. IT WORKS.,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Shower Cap,Five Stars. it works,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Micro SD Memory Card,Five Stars. It is a good card.. works well,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Micro SD Memory Card,Five Stars. I purchased these for added memory in cell phones.  Now there is enough memory for photos or videos.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Yoga Mat Cleaner,Five Stars. I love this! It works well and smells nice. I practice hot yoga so this cleaner is a must!,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Kindle Tablet ,Five Stars. I love it and all it can do. Perfect size.,5,,"[""design""]","[""design"",""performance""]","[""performance""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Shampoo,Five Stars. I love how soft my hair is with this product.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Kindle Tablet ,Five Stars. I love except it makes a bleeping noise like a couple to 3 times per minute. Is this normal??????,5,,"[""performance""]","[""performance""]","[""performance""]","[""design""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
False Eyelashes,"Five Stars. i cut the longer end of the lashes, works for me.. would buy again..",5,,"[""design"",""performance""]","[""quality""]","[""design""]","[""design"",""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Earplugs,Five Stars. I can sleep!!,5,,"[""performance""]","[""sleep"",""performance""]","[""performance""]","[""performance""]",,"[""performance""]",,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Shower Cap,Five Stars. I bought this for use in the spa so I didn't have to redo my hair each time.,5,,"[""performance""]","[""travel""]","[""none""]","[""none""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Kindle Tablet ,Five Stars. Great tablet. My 5th kindle,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
False Eyelashes,Five Stars. Great product.,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Pain Relief Cream,"Five Stars. Great product, only thing was that I became allergic. But will definitely recommend.",5,none,"[""none""]","[""none""]","[""performance""]","[""none""]",,,"[""none""]",,"[""none""]",,"[""none""]",,,,"[""none""]",,,0,0,0,0,0,1,0
Peppermint Oil,Five Stars. great product thanks,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Hair curler,"Five Stars. Great price, works awesome helping to define already curly hair. Glove not needed but nice that it's included.",5,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""design"",""value""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,"[""performance"",""value""]",,,,"[""performance"",""value""]",,,0,0,1,1,0,0,0
Micro SD Memory Card,Five Stars. Great my husband loves it!,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Glycerin,Five Stars. great for scrub making,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Eyebrow Tint,"Five Stars. GREAT COLOR, EASY TO APPLY AND I ONLY HAVE TO USE IT ONCE PER MONTH OR SO.",5,,"[""design"",""performance""]","[""design"",""performance""]","[""performance"",""value""]","[""design"",""performance""]",,,"[""design"",""performance""]",,"[""design"",""performance""]",,"[""design"",""performance""]",,,,"[""design"",""performance""]",,,0,1,0,1,0,0,0
Cleaner,Five Stars. Great bulk value!!,5,value,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Necklace,Five Stars. Great,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Hair Brush,"Five Stars. Good value, nice hairbrush",5,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Pain Relief Cream,Five Stars. good product/service,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
False Eyelashes,Five Stars. Good product worrking as expected,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Shower Cap,Five Stars. good fit and value,5,,"[""design"",""value""]","[""design"",""value""]","[""value""]","[""value""]",,,,,,,,,,"[""design"",""value""]","[""design"",""value""]","[""design"",""value""]","[""design"",""value""]",0,0,0,0,0,0,0
Kitchen Tools,Five Stars. good,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Soap Sheets,Five Stars. Going on a trip and this keeps me from having to worry about liquids on an airline.,5,,"[""performance""]","[""travel""]","[""performance""]","[""travel""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Stain Remover,Five Stars. Gets out all sorts of stains!,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Earplugs,"Five Stars. For the price, these earplugs can't be beat.",5,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Earbuds,Five Stars. For the price of these I couldn't believe the quality sound that they produced.,5,,"[""performance"",""value""]","[""quality"",""value""]","[""value""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Smart Scale,"Five Stars. Fitbit Aria Wi-Fi Smart Scale, White Great scale but cannot be used if you have a pacemaker!",5,none,"[""none""]","[""none""]","[""performance""]","[""none""]",,,"[""none""]",,"[""none""]",,"[""none""]",,,,"[""none""]",,,0,0,0,0,0,1,0
Micro SD Memory Card,Five Stars. Fast.,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Micro SD Memory Card,Five Stars. Excellent.,5,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Bluetooth Speakers,Five Stars. Easy to use good sound quality nice and small perfect For the deck,5,,"[""design"",""performance""]","[""design"",""performance""]","[""design"",""performance""]","[""design"",""performance""]",,,,,,"[""design"",""performance""]","[""design"",""performance""]",,,,"[""design"",""performance""]","[""design"",""performance""]",,0,1,0,1,0,0,0
Makeup Brush Holder ,Five Stars. Easy to assemble and easy to use.,5,,"[""design"",""performance""]","[""design"",""performance""]","[""design""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Smart Scale,Five Stars. Easy set up.  Works great!,5,"performance, design","[""design"",""performance""]","[""design"",""performance""]","[""performance""]","[""design"",""performance""]",,,"[""design"",""performance""]",,"[""design"",""performance""]",,"[""design"",""performance""]",,,,"[""design"",""performance""]",,,0,1,0,1,0,0,0
Kindle Paperwhite e-reader.,Five Stars. Daughter loves her new Kindle!!,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
