product_name,review_text,tags
Water Filter,"Can someone explain why an $10 part costs $50?. Fridge filter is carbon. Not much else. I can buy an entire reverse osmosis system filter kit for 12 months (which would include 2 carbon filters) for $35-40. My previous fridge filters had been $7-8. Why does Whirlpool filters now go for over $50, with no 3rd party options available?","[""value""]"
Echo Dot,Can not control volume. Volume is disappointing LOW and I can not raise it any higher. If I would have known I would not have bought it.,"[""performance""]"
Hair curler,Calms down wild hair. I’ve used it twice and it worked perfect for what I wanted.,"[""performance""]"
Earbuds,By far the best. So much better than the Apple headphones and I was pleasantly surprised. Great value for the money and the charge lasts a long time!,"[""performance"",""value""]"
Amazon Fire TV Stick,Buy. Good product,"[""none""]"
Stain Remover,But unfortunately on the old one it doesn't really make a good job. I will attach some photos so you .... This spray is ok. It removes the recent stains from the clothes very well. But unfortunately on the old one it doesn't really make a good job. I will attach some photos so you can see.,"[""performance""]"
Coffee Filter,"but the unbleached filters are better quality. These are a bit thinner and can't .... These do get the job done, but the unbleached filters are better quality.  These are a bit thinner and can't be reused.  I would use the unbleached filters 2-3 times before throwing in the compost.","[""quality""]"
Contact Lens Solution,"Burns despite sitting for almost 12 hours.. I left my new contacts in as described at 9pm. It's 8:20am the next morning and when I attempted to put it in, my eyes were burning and turned red too. Definitely don't recommend.","[""performance""]"
Insect Repellent,Bug Guard in Lotion Form. Haven't used it a great deal yet but I like the idea of a bug guard in lotion form.  It is exactly as described & arrived promptly.,[“non-review”]
Amazon Fire TV Stick,Broken. Remote broke and is no longer functional,"[""quality""]"
Crown / Tiara,Broken in 20 minutes. What we ordered was to be GOLD and it came in Rose Gold. We didn’t have time to send it back and it broke within 20 minutes of wearing it.,"[""quality""]"
Crown / Tiara,"Broke the first day. The tiara was purchased for my granddaughter.  Unfortunately the decorated area seperated on one side of the band on the first day of use. I can fix it with epoxy, however, if not for that I would have given it a 5 star overall","[""quality""]"
Crown / Tiara,Breaks easily.. It unfortunately broke very quickly despite being careful with it. I'm pretty disappointed.,"[""quality""]"
Soft Tissues,Boxes crushed. Three of the Kleenex boxes in the case were utterly crushed.,"[""quality""]"
Smart Scale,"Body fat calculation. The scale is a fine piece of engineering. However, the body fat calculation is very lacking,  I am approximately 28.5 % body fat and the scale consistently registers 38%. It may seem like I'm exaggerating, but I am not. I've kept the scale and simply translate the body fat.  I will contact Fitbit with my concern.","[""performance""]"
Amazon Fire TV Stick,BEYOND EXCELLENT!. LOVE MY FIRE TV STICK! SO MANY OPTIONS SO MANY APPS! LOVE ALEXA ON THIS AS WELL! Saves time in searching!,"[""performance""]"
Hair Clips,"Better Than Alligator Clips. I have thick, naturally curly hair and these work better for me than alligator clips.","[""performance""]"
Micro SD Memory Card,Better deal than in stores!. I paid $42 for this on Amazon. Best Buy has the dame card for roughly $10-$12 more. Shipped fast and as described. We used this for my sons new Wii Switch.  Would recommend.,"[""value""]"
Exfoliating Cloth,"Best Wash Cloth. Best bathing cloth ever.  This is such a satisfying exfoliating cloth, and is the perfect size.  You will need much less soap to get a great lather from these.","[""performance""]"
Hair Spray Bottle,Best sprayer ever!. This is the best water bottle ever. It delivers a constant spray and makes getting your hair wet super easy. A must have.,"[""performance""]"
Cleaner,Best product ever created. Best product ever created. I walk around and clean my walls like a psychopath but it does an amazing job on everything I love it definitely ordering more.,"[""performance""]"
Hairspray,Best Hairspray Ever!. Doesn't stink like other brands and holds my hair on place without looking sticky.,"[""performance""]"
Hairspray,Best hair product - I’ve used it for years. Great hair spray.  It keeps my difficult to style hair in check with just a whisper of spray.  I’ve relied on it for years.  Great product!,"[""performance""]"
Kindle Tablet ,Best gift ever. I bought  it as a gift for my 10 yr. old grandson.,"[""non-review""]"
Amazon Fire Tablet,Best for the money. Got this on prime day for 20 bucks brand new you cannot beat that price. No it's not the best tablet but it works fine and has enough storage to put some games and movies on and for 20 bucks you can't beat that. That is why I got three of them.,"[""value""]"
Stain Remover,"Best drain remover. Best stain remover ever.  When my dog lifted his leg on the floor, it also hit the drapes.  I sprayed with Dreft and it didn't leave a stain. This also happened on my bedspread.  I use it on all stains including coffe/tea that gets splashed on the furniture.  PS.  Got rid of the dog.","[""performance""]"
Crown / Tiara,"Beautiful. This is a beautiful crown, very heavy and seems well made.  I give it 4 stars instead of 5 because it does not have the little loop on the ends by the combs, as shown in the photos, and I wanted the loops for a ribbon.","[""design"",""quality""]"
Cleaner,"be careful. It does remove stuff from the walls, but it leaves unremovable streaks on my matte finished walls. Use with caution.  Test in a unconspicuous are first","[""performance""]"
Coffee Filter,Be careful to check which machines it fits before ordering. Doesn't fit my machine,[“none”]
Amazon Fire Tablet,"battery problem. I have a major problem with the battery life. I can fully charge it. Unplug it. Pick it up a day later and it's dead. Not certain what to do about it. I mainly want to use it to read, especially on cruises. I need to be able to use it for several hours before recharging.","[""performance""]"
Bluetooth Speakers,"Battery length. Able to connect quite quickly to any device.<br />Just make sure you turn off all the other devices BLUETOOTH, for another device to work","[""performance""]"
Bath Towel / Wrap,Bath wrap. Terrific quality. Just as described and promptly delivered.,"[""quality""]"
Insect Repellent,"Balls up like typical AVON product. First, i don't like the smell.<br /><br />Second, it balls up like crazy. I find myself keep rubbing my arms and wherever I put this on.<br /><br />Gosh.....",[“quality”]
Cotton Rounds,Bad. They're splitting in half and really rough,"[""quality""]"
Hair Spray Bottle,Bad. It was broke when I got it that was my second one,"[""quality""]"
Hair Spray Bottle,Bad smell. Has a bad smell. Smells like old stale water. I replace the water every day and I still can’t get rid of the smell.,"[""quality""]"
Hair Brush,"Bad smell, too dense.. Smells horrible. The bristles are so dense, it is difficult to feel like you are brushing your hair....","[""quality""]"
Cleaner,Bad quality. Not Recommended,"[""quality""]"
Coffee Filter,Bad purchase for me. Bad purchase for me...made my coffee taste nasty.  I know it was the filter because the third pot I made I used a sheet of Bounty paper towel instead and my coffee was yummy.,"[""performance""]"
Soft Tissues,Bad condition. The box was open and crushed,"[""quality""]"
Water Filter,"Back to the OEM filter. I was buying the off brand filters, and the flow always seemed to be restricted.  I went back and bought the name brand filter, and it does seem to have much better flow.","[""performance""]"
Soap Sheets,Back packers must buy this. Anyone camping or traveling should carry this in their pack. It is a life saver when no soap is available and great when the only soap available has perfume that gives you a headache. This is head ache free as far as I can tell.,"[""performance""]"
Insect Repellent,"Awful.. Awful, watery ""lotion*. It was supposed to be a lotion, not water???<br />Also, keeps 0 bugs abay. Gave me skin rash.  Don't even bother.","[""performance"", ""quality""]"
Eyebrow Tint,Awesome. I love this product. It does not take 1-2 minutes thos not even. I applied 3 times to get to the point I wanted and to cover all spots. Once you have a lot of hair it takes longer. I still dont know how long it lasts but I like the results so far.,"[""performance""]"
Amazon Fire TV Stick,Awesome!. This is my 3rd one. love it! One on every T.V,"[""none""]"
Amazon Fire Tablet,awesome!. just what I wanted!,"[""none""]"
Amazon Echo Show,"AWESOME SURROUND SOUND QUALITY. I am amazed at how good this is. I use it mostly for music and now I get the beautiful sound ""everywhere"" when paired with Alexa Echo bluetooth. The surround sound is exquisite .  This is the best gift to myself ever.","[""performance""]"
Amazon Fire TV Stick,Awesome sauce. How many times do i need to review this? This is my second fire stick 😂,"[""none""]"
